Name,Age,Nationality,Overall,Potential,Club,Value,Wage
J. Chester,28,Wales,75,76,Aston Villa,6000000,34000
Jadson Vidigal,25,Brazil,74,74,Sociedade Esportiva Palmeiras,6000000,34000
L. Traore,27,Ivory Coast,74,74,Amiens SC Football,6000000,34000
J. Lössl,28,Denmark,75,76,Huddersfield Town,5500000,34000
Pablo,26,Brazil,74,75,Girondins de Bordeaux,5500000,34000
C. Montes,20,Mexico,73,81,Monterrey,5000000,34000
B. Sigurðarson,25,Iceland,73,76,FC Rostov,5000000,34000
S. Polter,26,Germany,73,74,1. FC Union Berlin,4800000,34000
Sergio Garcia,34,Spain,77,77,RCD Espanyol,4700000,34000
F. Hadergjonaj,22,Switzerland,73,79,Huddersfield Town,4600000,34000
T. Krul,29,Netherlands,75,75,Brighton & Hove Albion,4500000,34000
M. Mitrović,23,Croatia,73,78,Club Brugge KV,4500000,34000
T. Klose,29,Switzerland,74,74,Norwich City,4400000,34000
K. Monnet-Paquet,28,France,73,73,AS Saint-Étienne,4000000,34000
A. Ionov,28,Russia,73,73,FC Rostov,4000000,34000
J. Quiñones,20,Colombia,71,81,Lobos de la BUAP,3900000,34000
Joel Pereira,21,Portugal,71,84,Manchester United,3700000,34000
F. Meza,25,Colombia,72,76,Tigres U.A.N.L.,3400000,34000
A. Gunn,21,England,71,83,Norwich City,3400000,34000
A. Raggi,33,Italy,76,76,AS Monaco,3100000,34000
Pablo Hernandez,32,Spain,73,73,Leeds United,3100000,34000
C. Carrasso,35,France,79,79,Galatasaray SK,3000000,34000
T. Hemed,30,Israel,72,72,Brighton & Hove Albion,3000000,34000
P. Iemmello,25,Italy,71,74,Benevento Calcio,3000000,34000
Da Costa,33,Brazil,74,74,Bologna,2800000,34000
B. Marshall,26,England,71,71,Millwall,2500000,34000
U. Luna,23,Mexico,70,76,CD Once Caldas Manizales,2400000,34000
I. Lewczuk,32,Poland,73,73,Girondins de Bordeaux,2300000,34000
F. Ayite,28,Togo,70,70,Fulham,1800000,34000
S. Gallagher,21,England,69,80,Birmingham City,1800000,34000
N. Leali,24,Italy,70,74,Perugia,1700000,34000
C. Maggio,35,Italy,74,74,Napoli,1200000,34000
Pleguezuelo,20,Spain,68,77,Gimnàstic de Tarragona,1200000,34000
C. Martin,28,Scotland,69,69,Reading,1100000,34000
B. Galloway,21,England,68,76,Sunderland,1100000,34000
Pedro Chirivella,20,Spain,67,76,Willem II,1000000,34000
J. Sanchez,28,Peru,68,68,Queretaro,900000,34000
C. Pinsoglio,27,Italy,69,69,Juventus,700000,34000
Oyarzabal,20,Spain,79,86,Real Sociedad,18000000,33000
D. Wass,28,Denmark,81,81,RC Celta de Vigo,17500000,33000
A. Januzaj,22,Belgium,79,85,Real Sociedad,17500000,33000
L. Bittencourt,23,Germany,78,82,1. FC Köln,13500000,33000
V. Grifo,24,Italy,78,80,Borussia Mönchengladbach,13000000,33000
F. Kostić,24,Serbia,78,81,Hamburger SV,13000000,33000
Morales,29,Spain,79,79,Levante UD,12500000,33000
Iturraspe,28,Spain,79,79,Athletic Club de Bilbao,12500000,33000
Mikel San Jose,28,Spain,79,79,Athletic Club de Bilbao,12500000,33000
J. Hofmann,24,Germany,77,80,Borussia Mönchengladbach,11500000,33000
P. Kadeřabek,25,Czech Republic,78,81,TSG 1899 Hoffenheim,10500000,33000
A. Finnbogason,28,Iceland,78,78,FC Augsburg,10500000,33000
H. Perez,28,Paraguay,78,78,Deportivo Alaves,10500000,33000
K. Papadopoulos,25,Greece,78,80,Hamburger SV,10500000,33000
N. Petersen,28,Germany,78,78,SC Freiburg,10500000,33000
Granero,29,Spain,78,78,RCD Espanyol,10000000,33000
F. Sørensen,25,Denmark,76,80,1. FC Köln,8500000,33000
M. Le Marchand,27,France,77,77,OGC Nice,7500000,33000
P. De Blasis,29,Argentina,76,76,1. FSV Mainz 05,7500000,33000
S. Zuber,25,Switzerland,76,78,TSG 1899 Hoffenheim,7500000,33000
J. Bryan,23,England,75,80,Bristol City,7500000,33000
F. Kamano,21,Guinea,74,78,Girondins de Bordeaux,7500000,33000
Dani Rochelinhas,25,Brazil,75,75,Fluminense Football Club,7000000,33000
S. Kverkvelia,25,Georgia,75,79,Lokomotiv Moscow,7000000,33000
L. Lerager,23,Denmark,74,78,Girondins de Bordeaux,7000000,33000
N. Sliti,24,Tunisia,74,76,Dijon FCO,7000000,33000
Guilherme,31,Russia,78,78,Lokomotiv Moscow,6500000,33000
Guilherme,31,Russia,78,78,Lokomotiv Moscow,6500000,33000
K. Malcuit,25,France,75,76,LOSC Lille,6500000,33000
A. Soumaoro,25,France,74,79,LOSC Lille,6500000,33000
A. Mejia,28,Colombia,76,76,Club León,6000000,33000
O. Murillo,29,Colombia,76,76,Pachuca,6000000,33000
F. Jara,28,Argentina,74,74,Pachuca,6000000,33000
Xeka,22,Portugal,73,81,Dijon FCO,6000000,33000
Luiz Araújo,21,Brazil,73,82,LOSC Lille,6000000,33000
M. Ostrzolek,27,Germany,75,75,Hannover 96,5500000,33000
M. Jahfali,26,Saudi Arabia,74,75,Al Hilal,5500000,33000
O. Ivanov,30,Russia,74,74,Terek Grozny,5500000,33000
K. Dowell,19,England,71,85,Nottingham Forest,5000000,33000
M. Bakalorz,27,Germany,74,74,Hannover 96,4700000,33000
E. Barreto,32,Paraguay,74,74,Sampdoria,4300000,33000
J. Windass,23,England,72,78,Rangers,4300000,33000
V. Pajot,26,France,73,73,AS Saint-Étienne,4200000,33000
A. Zaldivar,23,Mexico,72,77,Guadalajara,4200000,33000
C. Wickham,24,England,72,76,Crystal Palace,4100000,33000
O. Hawsawi,31,Saudi Arabia,74,74,Al Nassr,3800000,33000
O. Sorg,27,Germany,73,73,Hannover 96,3300000,33000
T. Al Jassam,32,Saudi Arabia,74,74,Al Ahli,3200000,33000
H. Martin,24,Mexico,71,76,Club America,3200000,33000
J. Benitez,24,Paraguay,71,75,Monterrey,3100000,33000
C. Jallet,33,France,76,76,OGC Nice,3000000,33000
B. Kayal,29,Israel,72,72,Brighton & Hove Albion,3000000,33000
O. Hawsawi,33,Saudi Arabia,75,75,Al Hilal,2700000,33000
M. Milligan,31,Australia,73,73,Al Ahli,2700000,33000
O. Alanis,28,Mexico,72,72,Guadalajara,2500000,33000
D. Guerrero,29,Mexico,72,72,Puebla,2400000,33000
D. Williams,28,United States,71,71,Huddersfield Town,2400000,33000
M. Targett,21,England,70,79,Fulham,2400000,33000
J. Hunt,26,England,70,71,Sheffield Wednesday,1700000,33000
E. Aguilera,28,Argentina,70,71,Club America,1600000,33000
D. Dessena,30,Italy,70,70,Cagliari,1600000,33000
L. Wallace,29,Scotland,70,70,Rangers,1300000,33000
A. Zabolotnyy,26,Russia,69,72,Zenit St. Petersburg,1300000,33000
J. Shackell,33,England,71,71,Millwall,950000,33000
E. Herrera,28,Mexico,68,68,Rangers,925000,33000
A. Gabr,28,Egypt,68,68,West Bromwich Albion,725000,33000
Iñigo Martinez,26,Spain,82,84,Athletic Club de Bilbao,22500000,32000
R. Boudebouz,27,Algeria,81,81,Real Betis Balompie,18500000,32000
Beñat,30,Spain,81,81,Athletic Club de Bilbao,16500000,32000
A. Guardado,30,Mexico,81,81,Real Betis Balompie,16500000,32000
K. Toko-Ekambi,24,Cameroon,79,80,Angers SCO,15500000,32000
E. Çolak,26,Turkey,79,80,RC Deportivo de La Coruña,15000000,32000
Raúl Garcia,30,Spain,80,80,Athletic Club de Bilbao,14000000,32000
P. Hernandez,30,Chile,80,80,RC Celta de Vigo,13500000,32000
Gil Dias,20,Portugal,76,82,Fiorentina,10500000,32000
M. Akanji,21,Switzerland,75,86,Borussia Dortmund,10000000,32000
R. Cabella,27,France,77,77,AS Saint-Étienne,9500000,32000
D. Latza,27,Germany,77,77,1. FSV Mainz 05,9000000,32000
Kahraba,23,Egypt,75,81,Al Ittihad,9000000,32000
T. Vaclik,28,Czech Republic,78,79,FC Basel,8500000,32000
J. Geis,23,Germany,76,79,Sevilla FC,8000000,32000
R. Ghezzal,25,Algeria,75,76,AS Monaco,8000000,32000
L. Holtby,26,Germany,75,76,Hamburger SV,8000000,32000
A. N'Diaye,27,Senegal,76,77,Wolverhampton Wanderers,7500000,32000
F. Klaus,24,Germany,74,77,Hannover 96,7000000,32000
Gazzolisco,29,Brazil,77,77,Cruzeiro,6500000,32000
L. Zuffi,27,Switzerland,75,76,FC Basel,6500000,32000
M. Hawsawi,25,Saudi Arabia,74,79,Al Ahli,6500000,32000
Miguel Veloso,31,Portugal,77,77,Genoa,6000000,32000
A. Hahn,26,Germany,74,74,Hamburger SV,6000000,32000
D. Lazović,26,Serbia,74,74,Genoa,6000000,32000
Y. Al Shahrani,25,Saudi Arabia,74,76,Al Hilal,5500000,32000
D. Baier,33,Germany,79,79,FC Augsburg,5000000,32000
M. Barrow,24,Gambia,73,76,Reading,5000000,32000
D. Verde,21,Italy,72,82,Hellas Verona,5000000,32000
S. Sensi,21,Italy,73,79,Sassuolo,4700000,32000
E. Ponce,20,Argentina,72,80,LOSC Lille,4700000,32000
L. Rossettini,32,Italy,76,76,Genoa,4400000,32000
S. Gentiletti,32,Argentina,76,76,Genoa,4400000,32000
M. Ozdoev,24,Russia,72,77,Zenit St. Petersburg,4100000,32000
T. Xhaka,26,Albania,73,75,FC Basel,4000000,32000
J. Kirchhoff,26,Germany,73,74,Bolton Wanderers,3900000,32000
A. Reach,24,England,72,75,Sheffield Wednesday,3900000,32000
O. Burke,20,Scotland,70,84,West Bromwich Albion,3900000,32000
Serey Die,32,Ivory Coast,75,75,FC Basel,3800000,32000
I. Hayden,22,England,72,79,Newcastle United,3700000,32000
B. Kapustka,20,Poland,71,80,SC Freiburg,3700000,32000
H. Rodallega,31,Colombia,73,73,Trabzonspor,3600000,32000
G. Pandev,33,FYR Macedonia,74,74,Genoa,3500000,32000
R. Özcan,33,Austria,75,75,Bayer 04 Leverkusen,3400000,32000
R. Aarons,21,England,71,78,Hellas Verona,3400000,32000
Rui Fonte,27,Portugal,72,72,Fulham,3300000,32000
M. Terrier,20,France,70,82,RC Strasbourg,3200000,32000
A. Rukavina,33,Serbia,76,76,Villarreal CF,3000000,32000
M. Bruno,23,Belgium,71,74,RSC Anderlecht,3000000,32000
J. Sanchez,27,Mexico,72,72,Guadalajara,2600000,32000
E. Mulder,28,Netherlands,72,73,Swansea City,2500000,32000
L. Clarke,32,England,72,72,Sheffield United,2500000,32000
F. Jozefzoon,26,Netherlands,71,71,Brentford,2500000,32000
J. Fulton,23,Scotland,70,79,Wigan Athletic,2400000,32000
M. Jedinak,32,Australia,73,73,Aston Villa,2300000,32000
J. Pereira,30,Mexico,72,72,Guadalajara,2300000,32000
L. Carole,26,France,71,72,Sevilla FC,2300000,32000
B. Dja Djedje,26,Ivory Coast,71,72,RC Lens,2300000,32000
L. Cavanda,26,Belgium,71,72,Standard de Liège,2300000,32000
M. Lustig,30,Sweden,72,72,Celtic,2200000,32000
E. Hernandez,30,Mexico,72,72,Guadalajara,2200000,32000
T. Zengin,33,Turkey,73,73,Beşiktaş JK,2000000,32000
M. Olivera,25,Uruguay,70,73,Fiorentina,1800000,32000
P. Bardsley,32,Scotland,72,72,Burnley,1700000,32000
Brenito Duarte,33,Brazil,73,73,Fluminense Football Club,1600000,32000
I. Latovlevici,31,Romania,71,71,Galatasaray SK,1600000,32000
P. Souare,27,Senegal,70,71,Crystal Palace,1600000,32000
B. Sharp,31,England,70,70,Sheffield United,1600000,32000
C. Gamboa,27,Costa Rica,70,70,Celtic,1500000,32000
T. Awoniyi,19,Nigeria,68,79,Royal Excel Mouscron,1500000,32000
Bruno Alves,35,Portugal,74,74,Rangers,1300000,32000
E. Velarde,31,Mexico,70,70,Monterrey,1200000,32000
Williams,23,Spain,81,87,Athletic Club de Bilbao,24500000,31000
F. Andone,24,Romania,79,83,RC Deportivo de La Coruña,16500000,31000
Muniain,24,Spain,79,82,Athletic Club de Bilbao,16000000,31000
João Cancelo,23,Portugal,79,86,Inter,15000000,31000
W. Cyprien,22,France,78,85,OGC Nice,14500000,31000
Gayà,22,Spain,79,84,Valencia CF,14000000,31000
Sergi Enrich,27,Spain,79,79,SD Eibar,13500000,31000
S. Mandanda,32,France,82,82,Olympique de Marseille,12500000,31000
A. Saint-Maximin,20,France,77,84,OGC Nice,12500000,31000
Canales,26,Spain,78,79,Real Sociedad,12000000,31000
De Marcos,28,Spain,80,80,Athletic Club de Bilbao,11500000,31000
L. Ocampos,22,Argentina,76,81,Olympique de Marseille,10500000,31000
Montoya,26,Spain,78,79,Valencia CF,10000000,31000
P. Lees-Melou,24,France,76,78,OGC Nice,9500000,31000
M. de Roon,26,Netherlands,76,77,Atalanta,9000000,31000
D. Ginczek,26,Germany,76,77,VfB Stuttgart,9000000,31000
J. Córdoba,24,Colombia,75,80,1. FC Köln,9000000,31000
I. Santini,28,Croatia,76,76,SM Caen,8000000,31000
M. Jojić,25,Serbia,75,78,1. FC Köln,8000000,31000
Rômulo,30,Italy,76,76,Hellas Verona,7500000,31000
Dênildo Stein,29,Brazil,76,76,Grêmio Foot-Ball Porto Alegrense,7500000,31000
A. Souquet,25,France,76,78,OGC Nice,7500000,31000
P. Lasne,28,France,76,76,Montpellier Herault SC,7500000,31000
A. Barreca,22,Italy,75,81,Torino,7500000,31000
J. Drmić,24,Switzerland,74,79,Borussia Mönchengladbach,7500000,31000
Fabrio Farinha,25,Brazil,75,75,Sociedade Esportiva Palmeiras,7000000,31000
J. Hoilett,27,Canada,75,75,Cardiff City,7000000,31000
Ailton Guevara,25,Brazil,75,75,Clube Atletico Mineiro,7000000,31000
F. Đuričić,25,Serbia,74,77,Benevento Calcio,7000000,31000
Y. Mvogo,23,Switzerland,75,81,RB Leipzig,6500000,31000
G. Caprari,23,Italy,73,80,Sampdoria,5500000,31000
B. Wood,24,United States,73,77,Hamburger SV,5500000,31000
A. Semenov,28,Russia,74,75,Terek Grozny,5000000,31000
G. Saville,24,Northern Ireland,73,77,Millwall,5000000,31000
L. Diony,24,France,73,76,Bristol City,5000000,31000
T. Šunjić,28,Bosnia Herzegovina,74,74,Dinamo Moscow,4600000,31000
S. Sow,28,Mali,74,74,Dinamo Moscow,4600000,31000
F. Ricci,23,Italy,72,80,Crotone,4600000,31000
B. Petković,22,Croatia,72,80,Hellas Verona,4600000,31000
Enaldo Toxeto,29,Brazil,74,74,Sociedade Esportiva Palmeiras,4400000,31000
Enaldo Praz,29,Brazil,74,74,Sociedade Esportiva Palmeiras,4300000,31000
I. Strinić,29,Croatia,74,74,Sampdoria,4300000,31000
C. Clemens,25,Germany,73,73,1. FC Köln,4300000,31000
N. Kebano,25,DR Congo,72,73,Fulham,3700000,31000
O. Norwood,26,Northern Ireland,72,73,Fulham,3600000,31000
S. Parshivlyuk,28,Russia,73,73,FC Rostov,3200000,31000
Marcos Paneira,29,Brazil,73,73,Sociedade Esportiva Palmeiras,3100000,31000
D. Di Gennaro,29,Italy,72,72,Lazio,3000000,31000
F. Falco,25,Italy,71,73,Pescara,2900000,31000
Roderick Miranda,26,Portugal,71,74,Wolverhampton Wanderers,2500000,31000
J. Murphy,27,Scotland,71,71,Rangers,2500000,31000
A. Judge,28,Republic of Ireland,71,71,Brentford,2400000,31000
P. Coutts,28,Scotland,71,71,Sheffield United,2400000,31000
R. Bennett,27,England,71,72,Wolverhampton Wanderers,2200000,31000
A. Berezutskiy,35,Russia,77,77,CSKA Moscow,2100000,31000
R. van La Parra,26,Netherlands,70,71,Huddersfield Town,2100000,31000
P. Foden,17,England,69,88,Manchester City,2100000,31000
T. Mings,24,England,70,75,Bournemouth,2000000,31000
D. Batth,26,England,70,72,Wolverhampton Wanderers,1800000,31000
J. Sims,20,England,68,78,Southampton,1500000,31000
H. Reed,22,England,69,77,Norwich City,1300000,31000
S. Ignashevich,37,Russia,77,77,CSKA Moscow,1200000,31000
S. Sidwell,34,England,71,71,Brighton & Hove Albion,1200000,31000
Cesar Navas,37,Spain,76,76,Rubin Kazan,1000000,31000
S. McQueen,22,England,67,75,Southampton,950000,31000
J. Torres,29,United States,68,68,Tigres U.A.N.L.,700000,31000
L. Hradecký,27,Finland,83,83,Eintracht Frankfurt,17500000,30000
R. Jarstein,32,Norway,83,83,Hertha BSC Berlin,15000000,30000
N. Amiri,20,Germany,78,85,TSG 1899 Hoffenheim,14500000,30000
L. Torreira,21,Uruguay,78,85,Sampdoria,14500000,30000
L. Torreira,21,Uruguay,78,85,Sampdoria,14500000,30000
Neto,27,Brazil,81,82,Valencia CF,14000000,30000
S. Haller,23,France,78,83,Eintracht Frankfurt,14000000,30000
D. Zakaria,20,Switzerland,77,86,Borussia Mönchengladbach,13500000,30000
D. Laxalt,24,Uruguay,78,81,Genoa,13000000,30000
T. Delaney,25,Denmark,78,81,SV Werder Bremen,13000000,30000
E. Sala,26,Argentina,78,79,FC Nantes,12500000,30000
A. Halilović,21,Croatia,77,84,UD Las Palmas,12500000,30000
H. Aouar,19,France,75,88,Olympique Lyonnais,12500000,30000
Juanmi,24,Spain,77,82,Real Sociedad,12000000,30000
V. Koziello,21,France,77,83,1. FC Köln,12000000,30000
K. Lasagna,24,Italy,77,80,Udinese,11500000,30000
E. Perez,31,Argentina,79,79,River Plate,11000000,30000
E. Gutierrez,22,Mexico,76,84,Pachuca,11000000,30000
E. Ünal,20,Turkey,76,83,Villarreal CF,11000000,30000
Y. Mutō,24,Japan,76,81,1. FSV Mainz 05,10500000,30000
D. Heintz,23,Germany,77,81,1. FC Köln,10000000,30000
W. Anton,20,Germany,76,84,Hannover 96,10000000,30000
A. Rebić,23,Croatia,76,79,Eintracht Frankfurt,10000000,30000
R. Freuler,25,Switzerland,76,79,Atalanta,9500000,30000
F. Viviani,25,Italy,76,79,Ferrara (SPAL),9500000,30000
F. Belluschi,33,Argentina,80,80,San Lorenzo de Almagro,9000000,30000
Caiuby,28,Brazil,77,77,FC Augsburg,9000000,30000
Sergio León,28,Spain,77,77,Real Betis Balompie,9000000,30000
A. Izzo,25,Italy,76,81,Genoa,8500000,30000
Victor Sanchez,29,Spain,78,78,RCD Espanyol,8000000,30000
N. Schulz,24,Germany,76,78,TSG 1899 Hoffenheim,8000000,30000
Koo Ja Cheol,28,Korea Republic,76,76,FC Augsburg,8000000,30000
R. Rodelin,27,France,76,76,SM Caen,8000000,30000
S. Langkamp,29,Germany,77,77,SV Werder Bremen,7000000,30000
A. Cerci,29,Italy,75,75,Hellas Verona,6500000,30000
O. Duarte,28,Costa Rica,76,76,RCD Espanyol,6000000,30000
D. Brosinski,28,Germany,76,76,1. FSV Mainz 05,6000000,30000
F. Lustenberger,29,Switzerland,76,76,Hertha BSC Berlin,6000000,30000
Raúl Navas,29,Spain,76,76,Real Sociedad,6000000,30000
J. Schieber,28,Germany,74,74,Hertha BSC Berlin,6000000,30000
A. Miranchuk,21,Russia,73,82,Lokomotiv Moscow,6000000,30000
O. Şahan,30,Turkey,74,74,Trabzonspor,5500000,30000
V. Vada,21,Argentina,73,80,Girondins de Bordeaux,5500000,30000
A. Morelos,21,Colombia,72,82,Rangers,5000000,30000
Edgar Ie,23,Portugal,73,80,LOSC Lille,4800000,30000
S. Armenteros,27,Sweden,73,74,Portland Timbers,4700000,30000
J. Alonso,24,Paraguay,73,79,LOSC Lille,4700000,30000
A. Sinitsyn,29,Russia,74,75,FC Krasnodar,4400000,30000
J. Pohjanpalo,22,Finland,72,78,Bayer 04 Leverkusen,4300000,30000
M. Poundje,24,France,73,76,Girondins de Bordeaux,4200000,30000
L. Ayling,25,England,73,75,Leeds United,4000000,30000
R. Hennings,29,Germany,73,73,Fortuna Duesseldorf,4000000,30000
A. Andrade,28,Colombia,73,73,Club León,4000000,30000
E. Kachunga,25,DR Congo,72,73,Huddersfield Town,3700000,30000
K. Mokotjo,26,South Africa,72,73,Brentford,3600000,30000
Paolito Serra,25,Brazil,73,73,Fluminense Football Club,3500000,30000
A. Sørloth,21,Norway,71,78,Crystal Palace,3400000,30000
S. Medina,25,Colombia,72,76,Monterrey,3300000,30000
E. López,22,Mexico,71,77,Guadalajara,3200000,30000
L. Ceppitelli,27,Italy,72,74,Cagliari,3000000,30000
K. Darlow,26,England,72,75,Newcastle United,2700000,30000
D. Kulakov,31,Ukraine,73,73,FC Ural,2600000,30000
O. Oulare,21,Belgium,70,77,Royal Antwerp FC,2600000,30000
S. Tkachev,28,Russia,71,71,Arsenal Tula,2400000,30000
N. Bitton,25,Israel,71,73,Celtic,2400000,30000
B. Lozano,23,Uruguay,70,76,Santos Laguna,2400000,30000
R. Christie,22,Scotland,70,76,Aberdeen,2400000,30000
C. Cisneros,23,Mexico,70,76,Guadalajara,2400000,30000
O. McBurnie,21,Scotland,69,83,Barnsley,2300000,30000
F. Pisacane,31,Italy,72,72,Cagliari,2100000,30000
M. Pack,26,England,70,71,Bristol City,2100000,30000
K. Smith,26,England,70,71,Bristol City,2100000,30000
R. Elliot,31,Republic of Ireland,72,72,Newcastle United,1900000,30000
V. Kavlak,28,Austria,71,71,Beşiktaş JK,1900000,30000
E. Jakupović,32,Switzerland,72,72,Leicester City,1800000,30000
A. Federici,32,Australia,72,72,Bournemouth,1800000,30000
B. Salamon,26,Poland,70,73,Ferrara (SPAL),1800000,30000
M. Duffy,31,England,70,70,Sheffield United,1600000,30000
G. Karadeniz,37,Turkey,73,73,Rubin Kazan,1300000,30000
N. Giannetti,26,Italy,69,70,Cagliari,1300000,30000
Zhang Yuning,20,China PR,68,76,SV Werder Bremen,1300000,30000
S. Padoin,33,Italy,72,72,Cagliari,1200000,30000
J. Butterfield,27,England,69,70,Sheffield Wednesday,1200000,30000
N. Burdisso,36,Argentina,76,76,Torino,1000000,30000
J. Mason,26,Republic of Ireland,67,68,Colorado Rapids,900000,30000
I. Estrada,33,Mexico,69,69,Tigres U.A.N.L.,400000,30000
Bartra,26,Spain,81,83,Real Betis Balompie,18000000,29000
Hugo Mallo,26,Spain,80,83,RC Celta de Vigo,15000000,29000
Sidnei,27,Brazil,80,82,RC Deportivo de La Coruña,14500000,29000
Pedro León,30,Spain,80,80,SD Eibar,14000000,29000
K. Havertz,18,Germany,77,88,Bayer 04 Leverkusen,14000000,29000
Portu,25,Spain,78,81,Girona CF,13000000,29000
Santi Mina,21,Spain,77,84,Valencia CF,13000000,29000
G. Pezzella,26,Argentina,79,81,Fiorentina,12500000,29000
D. Upamecano,18,France,76,88,RB Leipzig,11000000,29000
A. Szymanowski,28,Argentina,78,78,CD Leganes,10500000,29000
G. Cabral,31,Argentina,80,80,RC Celta de Vigo,10000000,29000
L. Teodorczyk,26,Poland,76,78,RSC Anderlecht,9500000,29000
Antunes,30,Portugal,79,79,Getafe CF,9000000,29000
Roger,26,Spain,76,77,Levante UD,9000000,29000
T. Kongolo,23,Netherlands,76,81,Huddersfield Town,8500000,29000
R. Ábila,27,Argentina,76,76,Boca Juniors,8000000,29000
Y. Ravet,27,France,76,76,SC Freiburg,8000000,29000
T. Chandler,27,United States,77,77,Eintracht Frankfurt,7500000,29000
H. Sakai,27,Japan,77,77,Olympique de Marseille,7500000,29000
S. Igboun,26,Nigeria,75,75,FC Ufa,7500000,29000
Edgar Mendez,26,Spain,75,75,Cruz Azul,7000000,29000
R. Yabo,25,Germany,74,76,FC Red Bull Salzburg,7000000,29000
A. Delort,25,France,74,77,Toulouse FC,7000000,29000
T. Strobl,27,Germany,75,76,Borussia Mönchengladbach,6500000,29000
J. Durmaz,28,Sweden,75,75,Toulouse FC,6500000,29000
A. Ujah,26,Nigeria,74,75,1. FSV Mainz 05,6500000,29000
J. Brekalo,19,Croatia,73,83,VfL Wolfsburg,6500000,29000
N. Moisander,31,Finland,77,77,SV Werder Bremen,6000000,29000
G. Hoarau,33,France,77,77,BSC Young Boys,5500000,29000
P. Pekarik,30,Slovakia,76,76,Hertha BSC Berlin,5500000,29000
Gelson Fernandes,30,Switzerland,76,76,Eintracht Frankfurt,5500000,29000
Nicolas Formido,29,Brazil,74,74,Cruzeiro,5500000,29000
Rolando,31,Portugal,76,76,Olympique de Marseille,5000000,29000
L. Rigoni,32,Italy,75,75,Genoa,5000000,29000
D. Maroh,30,Slovenia,75,75,1. FC Köln,4900000,29000
G. Sakai,26,Japan,74,74,Hamburger SV,4800000,29000
Mossoró,33,Brazil,76,76,İstanbul Başakşehir FK,4700000,29000
D. Diekmeier,27,Germany,74,74,Hamburger SV,4600000,29000
K. Fatai,27,Nigeria,73,73,FC Ufa,4300000,29000
J. Ikone,19,France,71,83,Montpellier Herault SC,4100000,29000
Somalia,28,Brazil,73,73,Toulouse FC,4000000,29000
Ze Eduardo,29,Brazil,73,73,Al Faisaly,4000000,29000
Gustavo Lobateiro,29,Brazil,73,73,São Paulo Futebol Clube,3900000,29000
E. Polański,31,Poland,74,74,TSG 1899 Hoffenheim,3800000,29000
M. Mavraj,31,Albania,74,74,Hamburger SV,3800000,29000
J. Paterson,25,England,72,73,Bristol City,3700000,29000
E. Nabiullin,22,Russia,72,79,Zenit St. Petersburg,3700000,29000
M. Hasebe,33,Japan,77,77,Eintracht Frankfurt,3600000,29000
